Socket created
localhost resolved to 127.0.0.1
Connected
Strategie: 1 Runden: 100
Strategie 1 Anzahl Durchlaeufe 588
Strategie 1 Anzahl Durchlaeufe 319
Strategie 1 Anzahl Durchlaeufe 289
Strategie 1 Anzahl Durchlaeufe 375
Strategie 1 Anzahl Durchlaeufe 601
Strategie 1 Anzahl Durchlaeufe 234
Strategie 1 Anzahl Durchlaeufe 673
Strategie 1 Anzahl Durchlaeufe 475
Strategie 1 Anzahl Durchlaeufe 555
Strategie 1 Anzahl Durchlaeufe 383
Strategie 1 Anzahl Durchlaeufe 553
Strategie 1 Anzahl Durchlaeufe 379
Strategie 1 Anzahl Durchlaeufe 392
Strategie 1 Anzahl Durchlaeufe 397
Strategie 1 Anzahl Durchlaeufe 403
Strategie 1 Anzahl Durchlaeufe 299
Strategie 1 Anzahl Durchlaeufe 271
Strategie 1 Anzahl Durchlaeufe 525
Strategie 1 Anzahl Durchlaeufe 407
Strategie 1 Anzahl Durchlaeufe 426
Strategie 1 Anzahl Durchlaeufe 343
Strategie 1 Anzahl Durchlaeufe 389
Strategie 1 Anzahl Durchlaeufe 336
Strategie 1 Anzahl Durchlaeufe 325
Strategie 1 Anzahl Durchlaeufe 396
Strategie 1 Anzahl Durchlaeufe 257
Strategie 1 Anzahl Durchlaeufe 219
Strategie 1 Anzahl Durchlaeufe 286
Strategie 1 Anzahl Durchlaeufe 301
Strategie 1 Anzahl Durchlaeufe 341
Strategie 1 Anzahl Durchlaeufe 651
Strategie 1 Anzahl Durchlaeufe 479
Strategie 1 Anzahl Durchlaeufe 367
Strategie 1 Anzahl Durchlaeufe 254
Strategie 1 Anzahl Durchlaeufe 211
Strategie 1 Anzahl Durchlaeufe 525
Strategie 1 Anzahl Durchlaeufe 289
Strategie 1 Anzahl Durchlaeufe 266
Strategie 1 Anzahl Durchlaeufe 446
Strategie 1 Anzahl Durchlaeufe 230
Strategie 1 Anzahl Durchlaeufe 421
Strategie 1 Anzahl Durchlaeufe 347
Strategie 1 Anzahl Durchlaeufe 293
Strategie 1 Anzahl Durchlaeufe 272
Strategie 1 Anzahl Durchlaeufe 571
Strategie 1 Anzahl Durchlaeufe 304
Strategie 1 Anzahl Durchlaeufe 299
Strategie 1 Anzahl Durchlaeufe 557
Strategie 1 Anzahl Durchlaeufe 318
Strategie 1 Anzahl Durchlaeufe 386
Strategie 1 Anzahl Durchlaeufe 348
Strategie 1 Anzahl Durchlaeufe 288
Strategie 1 Anzahl Durchlaeufe 495
Strategie 1 Anzahl Durchlaeufe 361
Strategie 1 Anzahl Durchlaeufe 463
Strategie 1 Anzahl Durchlaeufe 481
Strategie 1 Anzahl Durchlaeufe 303
Strategie 1 Anzahl Durchlaeufe 567
Strategie 1 Anzahl Durchlaeufe 308
Strategie 1 Anzahl Durchlaeufe 399
Strategie 1 Anzahl Durchlaeufe 364
Strategie 1 Anzahl Durchlaeufe 296
Strategie 1 Anzahl Durchlaeufe 285
Strategie 1 Anzahl Durchlaeufe 313
Strategie 1 Anzahl Durchlaeufe 580
Strategie 1 Anzahl Durchlaeufe 350
Strategie 1 Anzahl Durchlaeufe 305
Strategie 1 Anzahl Durchlaeufe 234
Strategie 1 Anzahl Durchlaeufe 459
Strategie 1 Anzahl Durchlaeufe 317
Strategie 1 Anzahl Durchlaeufe 258
Strategie 1 Anzahl Durchlaeufe 433
Strategie 1 Anzahl Durchlaeufe 647
Strategie 1 Anzahl Durchlaeufe 510
Strategie 1 Anzahl Durchlaeufe 367
Strategie 1 Anzahl Durchlaeufe 381
Strategie 1 Anzahl Durchlaeufe 449
Strategie 1 Anzahl Durchlaeufe 300
Strategie 1 Anzahl Durchlaeufe 386
Strategie 1 Anzahl Durchlaeufe 267
Strategie 1 Anzahl Durchlaeufe 303
Strategie 1 Anzahl Durchlaeufe 364
Strategie 1 Anzahl Durchlaeufe 620
Strategie 1 Anzahl Durchlaeufe 486
Strategie 1 Anzahl Durchlaeufe 283
Strategie 1 Anzahl Durchlaeufe 372
Strategie 1 Anzahl Durchlaeufe 288
Strategie 1 Anzahl Durchlaeufe 425
Strategie 1 Anzahl Durchlaeufe 722
Strategie 1 Anzahl Durchlaeufe 395
Strategie 1 Anzahl Durchlaeufe 431
Strategie 1 Anzahl Durchlaeufe 289
Strategie 1 Anzahl Durchlaeufe 457
Strategie 1 Anzahl Durchlaeufe 428
Strategie 1 Anzahl Durchlaeufe 315
Strategie 1 Anzahl Durchlaeufe 203
Strategie 1 Anzahl Durchlaeufe 491
Strategie 1 Anzahl Durchlaeufe 275
Strategie 1 Anzahl Durchlaeufe 483
Strategie 1 Anzahl Durchlaeufe 824
