Socket created
localhost resolved to 127.0.0.1
Connected
Strategie: 3 Runden: 100
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 96
Strategie 3 Anzahl Durchlaeufe 89
Strategie 3 Anzahl Durchlaeufe 95
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 94
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 96
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 95
Strategie 3 Anzahl Durchlaeufe 94
Strategie 3 Anzahl Durchlaeufe 89
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 96
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 93
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 96
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 83
Strategie 3 Anzahl Durchlaeufe 92
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 96
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 96
Strategie 3 Anzahl Durchlaeufe 95
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 89
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 96
Strategie 3 Anzahl Durchlaeufe 94
Strategie 3 Anzahl Durchlaeufe 95
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 94
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 94
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 93
Strategie 3 Anzahl Durchlaeufe 95
Strategie 3 Anzahl Durchlaeufe 94
Strategie 3 Anzahl Durchlaeufe 96
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 96
Strategie 3 Anzahl Durchlaeufe 95
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 94
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 97
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 96
Strategie 3 Anzahl Durchlaeufe 95
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 94
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 99
Strategie 3 Anzahl Durchlaeufe 95
Strategie 3 Anzahl Durchlaeufe 98
Strategie 3 Anzahl Durchlaeufe 94
Strategie 3 Anzahl Durchlaeufe 99
